OldNum	Post1962	NouvNum	CentroidX	CentroidY	WKT
		38-46 	607500	127624 	MULTILINESTRING ((607200 127424,607800 127424,607800 127824,607200 127824,607200 127424))
		39-46 	608100	127624 	MULTILINESTRING ((607800 127424,608400 127424,608400 127824,607800 127824,607800 127424))
		40-46 	608700	127624 	MULTILINESTRING ((608400 127424,609000 127424,609000 127824,608400 127824,608400 127424))
		41-46 	609300	127624 	MULTILINESTRING ((609000 127424,609600 127424,609600 127824,609000 127824,609000 127424))
		42-46 	609900	127624 	MULTILINESTRING ((609600 127424,610200 127424,610200 127824,609600 127824,609600 127424))
		43-46 	610500	127624 	MULTILINESTRING ((610200 127424,610800 127424,610800 127824,610200 127824,610200 127424))
		44-46 	611100	127624 	MULTILINESTRING ((610800 127424,611400 127424,611400 127824,610800 127824,610800 127424))
		45-46 	611700	127624 	MULTILINESTRING ((611400 127424,612000 127424,612000 127824,611400 127824,611400 127424))
		46-46 	612300	127624 	MULTILINESTRING ((612000 127424,612600 127424,612600 127824,612000 127824,612000 127424))
		47-46 	612900	127624 	MULTILINESTRING ((612600 127424,613200 127424,613200 127824,612600 127824,612600 127424))
		48-46 	613500	127624 	MULTILINESTRING ((613200 127424,613800 127424,613800 127824,613200 127824,613200 127424))
		49-46 	614100	127624 	MULTILINESTRING ((613800 127424,614400 127424,614400 127824,613800 127824,613800 127424))
		50-46 	614700	127624 	MULTILINESTRING ((614400 127424,615000 127424,615000 127824,614400 127824,614400 127424))
		51-46 	615300	127624 	MULTILINESTRING ((615000 127424,615600 127424,615600 127824,615000 127824,615000 127424))
		52-46 	615900	127624 	MULTILINESTRING ((615600 127424,616200 127424,616200 127824,615600 127824,615600 127424))
		53-46 	616500	127624 	MULTILINESTRING ((616200 127424,616800 127424,616800 127824,616200 127824,616200 127424))
		54-46 	617100	127624 	MULTILINESTRING ((616800 127424,617400 127424,617400 127824,616800 127824,616800 127424))
		55-46 	617700	127624 	MULTILINESTRING ((617400 127424,618000 127424,618000 127824,617400 127824,617400 127424))
		56-46 	618300	127624 	MULTILINESTRING ((618000 127424,618600 127424,618600 127824,618000 127824,618000 127424))
		57-46 	618900	127624 	MULTILINESTRING ((618600 127424,619200 127424,619200 127824,618600 127824,618600 127424))
		58-46 	619500	127624 	MULTILINESTRING ((619200 127424,619800 127424,619800 127824,619200 127824,619200 127424))
		59-46 	620100	127624 	MULTILINESTRING ((619800 127424,620400 127424,620400 127824,619800 127824,619800 127424))
		60-46 	620700	127624 	MULTILINESTRING ((620400 127424,621000 127424,621000 127824,620400 127824,620400 127424))
		61-46 	621300	127624 	MULTILINESTRING ((621000 127424,621600 127424,621600 127824,621000 127824,621000 127424))
		0-47 	584700	127224 	MULTILINESTRING ((584400 127024,585000 127024,585000 127424,584400 127424,584400 127024))
		1-47 	585300	127224 	MULTILINESTRING ((585000 127024,585600 127024,585600 127424,585000 127424,585000 127024))
		2-47 	585900	127224 	MULTILINESTRING ((585600 127024,586200 127024,586200 127424,585600 127424,585600 127024))
		3-47 	586500	127224 	MULTILINESTRING ((586200 127024,586800 127024,586800 127424,586200 127424,586200 127024))
		4-47 	587100	127224 	MULTILINESTRING ((586800 127024,587400 127024,587400 127424,586800 127424,586800 127024))
		5-47 	587700	127224 	MULTILINESTRING ((587400 127024,588000 127024,588000 127424,587400 127424,587400 127024))
		6-47 	588300	127224 	MULTILINESTRING ((588000 127024,588600 127024,588600 127424,588000 127424,588000 127024))
		7-47 	588900	127224 	MULTILINESTRING ((588600 127024,589200 127024,589200 127424,588600 127424,588600 127024))
		8-47 	589500	127224 	MULTILINESTRING ((589200 127024,589800 127024,589800 127424,589200 127424,589200 127024))
		9-47 	590100	127224 	MULTILINESTRING ((589800 127024,590400 127024,590400 127424,589800 127424,589800 127024))
		10-47 	590700	127224 	MULTILINESTRING ((590400 127024,591000 127024,591000 127424,590400 127424,590400 127024))
		11-47 	591300	127224 	MULTILINESTRING ((591000 127024,591600 127024,591600 127424,591000 127424,591000 127024))
		12-47 	591900	127224 	MULTILINESTRING ((591600 127024,592200 127024,592200 127424,591600 127424,591600 127024))
		13-47 	592500	127224 	MULTILINESTRING ((592200 127024,592800 127024,592800 127424,592200 127424,592200 127024))
		14-47 	593100	127224 	MULTILINESTRING ((592800 127024,593400 127024,593400 127424,592800 127424,592800 127024))
		15-47 	593700	127224 	MULTILINESTRING ((593400 127024,594000 127024,594000 127424,593400 127424,593400 127024))
		16-47 	594300	127224 	MULTILINESTRING ((594000 127024,594600 127024,594600 127424,594000 127424,594000 127024))
		17-47 	594900	127224 	MULTILINESTRING ((594600 127024,595200 127024,595200 127424,594600 127424,594600 127024))
		18-47 	595500	127224 	MULTILINESTRING ((595200 127024,595800 127024,595800 127424,595200 127424,595200 127024))
		19-47 	596100	127224 	MULTILINESTRING ((595800 127024,596400 127024,596400 127424,595800 127424,595800 127024))
		20-47 	596700	127224 	MULTILINESTRING ((596400 127024,597000 127024,597000 127424,596400 127424,596400 127024))
		21-47 	597300	127224 	MULTILINESTRING ((597000 127024,597600 127024,597600 127424,597000 127424,597000 127024))
		22-47 	597900	127224 	MULTILINESTRING ((597600 127024,598200 127024,598200 127424,597600 127424,597600 127024))
		23-47 	598500	127224 	MULTILINESTRING ((598200 127024,598800 127024,598800 127424,598200 127424,598200 127024))
		24-47 	599100	127224 	MULTILINESTRING ((598800 127024,599400 127024,599400 127424,598800 127424,598800 127024))
		25-47 	599700	127224 	MULTILINESTRING ((599400 127024,600000 127024,600000 127424,599400 127424,599400 127024))
		26-47 	600300	127224 	MULTILINESTRING ((600000 127024,600600 127024,600600 127424,600000 127424,600000 127024))
		27-47 	600900	127224 	MULTILINESTRING ((600600 127024,601200 127024,601200 127424,600600 127424,600600 127024))
		28-47 	601500	127224 	MULTILINESTRING ((601200 127024,601800 127024,601800 127424,601200 127424,601200 127024))
		29-47 	602100	127224 	MULTILINESTRING ((601800 127024,602400 127024,602400 127424,601800 127424,601800 127024))
		30-47 	602700	127224 	MULTILINESTRING ((602400 127024,603000 127024,603000 127424,602400 127424,602400 127024))
		31-47 	603300	127224 	MULTILINESTRING ((603000 127024,603600 127024,603600 127424,603000 127424,603000 127024))
		32-47 	603900	127224 	MULTILINESTRING ((603600 127024,604200 127024,604200 127424,603600 127424,603600 127024))
		33-47 	604500	127224 	MULTILINESTRING ((604200 127024,604800 127024,604800 127424,604200 127424,604200 127024))
		34-47 	605100	127224 	MULTILINESTRING ((604800 127024,605400 127024,605400 127424,604800 127424,604800 127024))
		35-47 	605700	127224 	MULTILINESTRING ((605400 127024,606000 127024,606000 127424,605400 127424,605400 127024))
		36-47 	606300	127224 	MULTILINESTRING ((606000 127024,606600 127024,606600 127424,606000 127424,606000 127024))
		37-47 	606900	127224 	MULTILINESTRING ((606600 127024,607200 127024,607200 127424,606600 127424,606600 127024))
		38-47 	607500	127224 	MULTILINESTRING ((607200 127024,607800 127024,607800 127424,607200 127424,607200 127024))
		39-47 	608100	127224 	MULTILINESTRING ((607800 127024,608400 127024,608400 127424,607800 127424,607800 127024))
		40-47 	608700	127224 	MULTILINESTRING ((608400 127024,609000 127024,609000 127424,608400 127424,608400 127024))
		41-47 	609300	127224 	MULTILINESTRING ((609000 127024,609600 127024,609600 127424,609000 127424,609000 127024))
		42-47 	609900	127224 	MULTILINESTRING ((609600 127024,610200 127024,610200 127424,609600 127424,609600 127024))
		43-47 	610500	127224 	MULTILINESTRING ((610200 127024,610800 127024,610800 127424,610200 127424,610200 127024))
		44-47 	611100	127224 	MULTILINESTRING ((610800 127024,611400 127024,611400 127424,610800 127424,610800 127024))
		45-47 	611700	127224 	MULTILINESTRING ((611400 127024,612000 127024,612000 127424,611400 127424,611400 127024))
		46-47 	612300	127224 	MULTILINESTRING ((612000 127024,612600 127024,612600 127424,612000 127424,612000 127024))
		47-47 	612900	127224 	MULTILINESTRING ((612600 127024,613200 127024,613200 127424,612600 127424,612600 127024))
		48-47 	613500	127224 	MULTILINESTRING ((613200 127024,613800 127024,613800 127424,613200 127424,613200 127024))
		49-47 	614100	127224 	MULTILINESTRING ((613800 127024,614400 127024,614400 127424,613800 127424,613800 127024))
		50-47 	614700	127224 	MULTILINESTRING ((614400 127024,615000 127024,615000 127424,614400 127424,614400 127024))
		51-47 	615300	127224 	MULTILINESTRING ((615000 127024,615600 127024,615600 127424,615000 127424,615000 127024))
		52-47 	615900	127224 	MULTILINESTRING ((615600 127024,616200 127024,616200 127424,615600 127424,615600 127024))
		53-47 	616500	127224 	MULTILINESTRING ((616200 127024,616800 127024,616800 127424,616200 127424,616200 127024))
		54-47 	617100	127224 	MULTILINESTRING ((616800 127024,617400 127024,617400 127424,616800 127424,616800 127024))
		55-47 	617700	127224 	MULTILINESTRING ((617400 127024,618000 127024,618000 127424,617400 127424,617400 127024))
		56-47 	618300	127224 	MULTILINESTRING ((618000 127024,618600 127024,618600 127424,618000 127424,618000 127024))
		57-47 	618900	127224 	MULTILINESTRING ((618600 127024,619200 127024,619200 127424,618600 127424,618600 127024))
		58-47 	619500	127224 	MULTILINESTRING ((619200 127024,619800 127024,619800 127424,619200 127424,619200 127024))
		59-47 	620100	127224 	MULTILINESTRING ((619800 127024,620400 127024,620400 127424,619800 127424,619800 127024))
		60-47 	620700	127224 	MULTILINESTRING ((620400 127024,621000 127024,621000 127424,620400 127424,620400 127024))
		61-47 	621300	127224 	MULTILINESTRING ((621000 127024,621600 127024,621600 127424,621000 127424,621000 127024))
		0-48 	584700	126824 	MULTILINESTRING ((584400 126624,585000 126624,585000 127024,584400 127024,584400 126624))
		1-48 	585300	126824 	MULTILINESTRING ((585000 126624,585600 126624,585600 127024,585000 127024,585000 126624))
		2-48 	585900	126824 	MULTILINESTRING ((585600 126624,586200 126624,586200 127024,585600 127024,585600 126624))
		3-48 	586500	126824 	MULTILINESTRING ((586200 126624,586800 126624,586800 127024,586200 127024,586200 126624))
		4-48 	587100	126824 	MULTILINESTRING ((586800 126624,587400 126624,587400 127024,586800 127024,586800 126624))
		5-48 	587700	126824 	MULTILINESTRING ((587400 126624,588000 126624,588000 127024,587400 127024,587400 126624))
		6-48 	588300	126824 	MULTILINESTRING ((588000 126624,588600 126624,588600 127024,588000 127024,588000 126624))
		7-48 	588900	126824 	MULTILINESTRING ((588600 126624,589200 126624,589200 127024,588600 127024,588600 126624))
		8-48 	589500	126824 	MULTILINESTRING ((589200 126624,589800 126624,589800 127024,589200 127024,589200 126624))
		9-48 	590100	126824 	MULTILINESTRING ((589800 126624,590400 126624,590400 127024,589800 127024,589800 126624))
		10-48 	590700	126824 	MULTILINESTRING ((590400 126624,591000 126624,591000 127024,590400 127024,590400 126624))
		11-48 	591300	126824 	MULTILINESTRING ((591000 126624,591600 126624,591600 127024,591000 127024,591000 126624))
		12-48 	591900	126824 	MULTILINESTRING ((591600 126624,592200 126624,592200 127024,591600 127024,591600 126624))
		13-48 	592500	126824 	MULTILINESTRING ((592200 126624,592800 126624,592800 127024,592200 127024,592200 126624))
		14-48 	593100	126824 	MULTILINESTRING ((592800 126624,593400 126624,593400 127024,592800 127024,592800 126624))
		15-48 	593700	126824 	MULTILINESTRING ((593400 126624,594000 126624,594000 127024,593400 127024,593400 126624))
		16-48 	594300	126824 	MULTILINESTRING ((594000 126624,594600 126624,594600 127024,594000 127024,594000 126624))
		17-48 	594900	126824 	MULTILINESTRING ((594600 126624,595200 126624,595200 127024,594600 127024,594600 126624))
		18-48 	595500	126824 	MULTILINESTRING ((595200 126624,595800 126624,595800 127024,595200 127024,595200 126624))
		19-48 	596100	126824 	MULTILINESTRING ((595800 126624,596400 126624,596400 127024,595800 127024,595800 126624))
		20-48 	596700	126824 	MULTILINESTRING ((596400 126624,597000 126624,597000 127024,596400 127024,596400 126624))
		21-48 	597300	126824 	MULTILINESTRING ((597000 126624,597600 126624,597600 127024,597000 127024,597000 126624))
		22-48 	597900	126824 	MULTILINESTRING ((597600 126624,598200 126624,598200 127024,597600 127024,597600 126624))
		23-48 	598500	126824 	MULTILINESTRING ((598200 126624,598800 126624,598800 127024,598200 127024,598200 126624))
		24-48 	599100	126824 	MULTILINESTRING ((598800 126624,599400 126624,599400 127024,598800 127024,598800 126624))
		25-48 	599700	126824 	MULTILINESTRING ((599400 126624,600000 126624,600000 127024,599400 127024,599400 126624))
		26-48 	600300	126824 	MULTILINESTRING ((600000 126624,600600 126624,600600 127024,600000 127024,600000 126624))
		27-48 	600900	126824 	MULTILINESTRING ((600600 126624,601200 126624,601200 127024,600600 127024,600600 126624))
		28-48 	601500	126824 	MULTILINESTRING ((601200 126624,601800 126624,601800 127024,601200 127024,601200 126624))
		29-48 	602100	126824 	MULTILINESTRING ((601800 126624,602400 126624,602400 127024,601800 127024,601800 126624))
		30-48 	602700	126824 	MULTILINESTRING ((602400 126624,603000 126624,603000 127024,602400 127024,602400 126624))
		31-48 	603300	126824 	MULTILINESTRING ((603000 126624,603600 126624,603600 127024,603000 127024,603000 126624))
		32-48 	603900	126824 	MULTILINESTRING ((603600 126624,604200 126624,604200 127024,603600 127024,603600 126624))
		33-48 	604500	126824 	MULTILINESTRING ((604200 126624,604800 126624,604800 127024,604200 127024,604200 126624))
		34-48 	605100	126824 	MULTILINESTRING ((604800 126624,605400 126624,605400 127024,604800 127024,604800 126624))
		35-48 	605700	126824 	MULTILINESTRING ((605400 126624,606000 126624,606000 127024,605400 127024,605400 126624))
		36-48 	606300	126824 	MULTILINESTRING ((606000 126624,606600 126624,606600 127024,606000 127024,606000 126624))
		37-48 	606900	126824 	MULTILINESTRING ((606600 126624,607200 126624,607200 127024,606600 127024,606600 126624))
		38-48 	607500	126824 	MULTILINESTRING ((607200 126624,607800 126624,607800 127024,607200 127024,607200 126624))
		39-48 	608100	126824 	MULTILINESTRING ((607800 126624,608400 126624,608400 127024,607800 127024,607800 126624))
		40-48 	608700	126824 	MULTILINESTRING ((608400 126624,609000 126624,609000 127024,608400 127024,608400 126624))
		41-48 	609300	126824 	MULTILINESTRING ((609000 126624,609600 126624,609600 127024,609000 127024,609000 126624))
		42-48 	609900	126824 	MULTILINESTRING ((609600 126624,610200 126624,610200 127024,609600 127024,609600 126624))
		43-48 	610500	126824 	MULTILINESTRING ((610200 126624,610800 126624,610800 127024,610200 127024,610200 126624))
		44-48 	611100	126824 	MULTILINESTRING ((610800 126624,611400 126624,611400 127024,610800 127024,610800 126624))
		45-48 	611700	126824 	MULTILINESTRING ((611400 126624,612000 126624,612000 127024,611400 127024,611400 126624))
		46-48 	612300	126824 	MULTILINESTRING ((612000 126624,612600 126624,612600 127024,612000 127024,612000 126624))
		47-48 	612900	126824 	MULTILINESTRING ((612600 126624,613200 126624,613200 127024,612600 127024,612600 126624))
		48-48 	613500	126824 	MULTILINESTRING ((613200 126624,613800 126624,613800 127024,613200 127024,613200 126624))
		49-48 	614100	126824 	MULTILINESTRING ((613800 126624,614400 126624,614400 127024,613800 127024,613800 126624))
		50-48 	614700	126824 	MULTILINESTRING ((614400 126624,615000 126624,615000 127024,614400 127024,614400 126624))
		51-48 	615300	126824 	MULTILINESTRING ((615000 126624,615600 126624,615600 127024,615000 127024,615000 126624))
		52-48 	615900	126824 	MULTILINESTRING ((615600 126624,616200 126624,616200 127024,615600 127024,615600 126624))
		53-48 	616500	126824 	MULTILINESTRING ((616200 126624,616800 126624,616800 127024,616200 127024,616200 126624))
		54-48 	617100	126824 	MULTILINESTRING ((616800 126624,617400 126624,617400 127024,616800 127024,616800 126624))
		55-48 	617700	126824 	MULTILINESTRING ((617400 126624,618000 126624,618000 127024,617400 127024,617400 126624))
		56-48 	618300	126824 	MULTILINESTRING ((618000 126624,618600 126624,618600 127024,618000 127024,618000 126624))
		57-48 	618900	126824 	MULTILINESTRING ((618600 126624,619200 126624,619200 127024,618600 127024,618600 126624))
		58-48 	619500	126824 	MULTILINESTRING ((619200 126624,619800 126624,619800 127024,619200 127024,619200 126624))
		59-48 	620100	126824 	MULTILINESTRING ((619800 126624,620400 126624,620400 127024,619800 127024,619800 126624))
		60-48 	620700	126824 	MULTILINESTRING ((620400 126624,621000 126624,621000 127024,620400 127024,620400 126624))
		61-48 	621300	126824 	MULTILINESTRING ((621000 126624,621600 126624,621600 127024,621000 127024,621000 126624))
		0-49 	584700	126424 	MULTILINESTRING ((584400 126224,585000 126224,585000 126624,584400 126624,584400 126224))
		1-49 	585300	126424 	MULTILINESTRING ((585000 126224,585600 126224,585600 126624,585000 126624,585000 126224))
		2-49 	585900	126424 	MULTILINESTRING ((585600 126224,586200 126224,586200 126624,585600 126624,585600 126224))
		3-49 	586500	126424 	MULTILINESTRING ((586200 126224,586800 126224,586800 126624,586200 126624,586200 126224))
		4-49 	587100	126424 	MULTILINESTRING ((586800 126224,587400 126224,587400 126624,586800 126624,586800 126224))
		5-49 	587700	126424 	MULTILINESTRING ((587400 126224,588000 126224,588000 126624,587400 126624,587400 126224))
		6-49 	588300	126424 	MULTILINESTRING ((588000 126224,588600 126224,588600 126624,588000 126624,588000 126224))
		7-49 	588900	126424 	MULTILINESTRING ((588600 126224,589200 126224,589200 126624,588600 126624,588600 126224))
		8-49 	589500	126424 	MULTILINESTRING ((589200 126224,589800 126224,589800 126624,589200 126624,589200 126224))
		9-49 	590100	126424 	MULTILINESTRING ((589800 126224,590400 126224,590400 126624,589800 126624,589800 126224))
		10-49 	590700	126424 	MULTILINESTRING ((590400 126224,591000 126224,591000 126624,590400 126624,590400 126224))
		11-49 	591300	126424 	MULTILINESTRING ((591000 126224,591600 126224,591600 126624,591000 126624,591000 126224))
		12-49 	591900	126424 	MULTILINESTRING ((591600 126224,592200 126224,592200 126624,591600 126624,591600 126224))
		13-49 	592500	126424 	MULTILINESTRING ((592200 126224,592800 126224,592800 126624,592200 126624,592200 126224))
		14-49 	593100	126424 	MULTILINESTRING ((592800 126224,593400 126224,593400 126624,592800 126624,592800 126224))
		15-49 	593700	126424 	MULTILINESTRING ((593400 126224,594000 126224,594000 126624,593400 126624,593400 126224))
		16-49 	594300	126424 	MULTILINESTRING ((594000 126224,594600 126224,594600 126624,594000 126624,594000 126224))
		17-49 	594900	126424 	MULTILINESTRING ((594600 126224,595200 126224,595200 126624,594600 126624,594600 126224))
		18-49 	595500	126424 	MULTILINESTRING ((595200 126224,595800 126224,595800 126624,595200 126624,595200 126224))
		19-49 	596100	126424 	MULTILINESTRING ((595800 126224,596400 126224,596400 126624,595800 126624,595800 126224))
		20-49 	596700	126424 	MULTILINESTRING ((596400 126224,597000 126224,597000 126624,596400 126624,596400 126224))
		21-49 	597300	126424 	MULTILINESTRING ((597000 126224,597600 126224,597600 126624,597000 126624,597000 126224))
		22-49 	597900	126424 	MULTILINESTRING ((597600 126224,598200 126224,598200 126624,597600 126624,597600 126224))
		23-49 	598500	126424 	MULTILINESTRING ((598200 126224,598800 126224,598800 126624,598200 126624,598200 126224))
		24-49 	599100	126424 	MULTILINESTRING ((598800 126224,599400 126224,599400 126624,598800 126624,598800 126224))
		25-49 	599700	126424 	MULTILINESTRING ((599400 126224,600000 126224,600000 126624,599400 126624,599400 126224))
		26-49 	600300	126424 	MULTILINESTRING ((600000 126224,600600 126224,600600 126624,600000 126624,600000 126224))
		27-49 	600900	126424 	MULTILINESTRING ((600600 126224,601200 126224,601200 126624,600600 126624,600600 126224))
		28-49 	601500	126424 	MULTILINESTRING ((601200 126224,601800 126224,601800 126624,601200 126624,601200 126224))
		29-49 	602100	126424 	MULTILINESTRING ((601800 126224,602400 126224,602400 126624,601800 126624,601800 126224))
		30-49 	602700	126424 	MULTILINESTRING ((602400 126224,603000 126224,603000 126624,602400 126624,602400 126224))
		31-49 	603300	126424 	MULTILINESTRING ((603000 126224,603600 126224,603600 126624,603000 126624,603000 126224))
		32-49 	603900	126424 	MULTILINESTRING ((603600 126224,604200 126224,604200 126624,603600 126624,603600 126224))
		33-49 	604500	126424 	MULTILINESTRING ((604200 126224,604800 126224,604800 126624,604200 126624,604200 126224))
		34-49 	605100	126424 	MULTILINESTRING ((604800 126224,605400 126224,605400 126624,604800 126624,604800 126224))
		35-49 	605700	126424 	MULTILINESTRING ((605400 126224,606000 126224,606000 126624,605400 126624,605400 126224))
		36-49 	606300	126424 	MULTILINESTRING ((606000 126224,606600 126224,606600 126624,606000 126624,606000 126224))
		37-49 	606900	126424 	MULTILINESTRING ((606600 126224,607200 126224,607200 126624,606600 126624,606600 126224))
		38-49 	607500	126424 	MULTILINESTRING ((607200 126224,607800 126224,607800 126624,607200 126624,607200 126224))
		39-49 	608100	126424 	MULTILINESTRING ((607800 126224,608400 126224,608400 126624,607800 126624,607800 126224))
		40-49 	608700	126424 	MULTILINESTRING ((608400 126224,609000 126224,609000 126624,608400 126624,608400 126224))
		41-49 	609300	126424 	MULTILINESTRING ((609000 126224,609600 126224,609600 126624,609000 126624,609000 126224))
		42-49 	609900	126424 	MULTILINESTRING ((609600 126224,610200 126224,610200 126624,609600 126624,609600 126224))
		43-49 	610500	126424 	MULTILINESTRING ((610200 126224,610800 126224,610800 126624,610200 126624,610200 126224))
		44-49 	611100	126424 	MULTILINESTRING ((610800 126224,611400 126224,611400 126624,610800 126624,610800 126224))
		45-49 	611700	126424 	MULTILINESTRING ((611400 126224,612000 126224,612000 126624,611400 126624,611400 126224))
		46-49 	612300	126424 	MULTILINESTRING ((612000 126224,612600 126224,612600 126624,612000 126624,612000 126224))
		47-49 	612900	126424 	MULTILINESTRING ((612600 126224,613200 126224,613200 126624,612600 126624,612600 126224))
		48-49 	613500	126424 	MULTILINESTRING ((613200 126224,613800 126224,613800 126624,613200 126624,613200 126224))
		49-49 	614100	126424 	MULTILINESTRING ((613800 126224,614400 126224,614400 126624,613800 126624,613800 126224))
		50-49 	614700	126424 	MULTILINESTRING ((614400 126224,615000 126224,615000 126624,614400 126624,614400 126224))
		51-49 	615300	126424 	MULTILINESTRING ((615000 126224,615600 126224,615600 126624,615000 126624,615000 126224))
		52-49 	615900	126424 	MULTILINESTRING ((615600 126224,616200 126224,616200 126624,615600 126624,615600 126224))
		53-49 	616500	126424 	MULTILINESTRING ((616200 126224,616800 126224,616800 126624,616200 126624,616200 126224))
		54-49 	617100	126424 	MULTILINESTRING ((616800 126224,617400 126224,617400 126624,616800 126624,616800 126224))
		55-49 	617700	126424 	MULTILINESTRING ((617400 126224,618000 126224,618000 126624,617400 126624,617400 126224))
		56-49 	618300	126424 	MULTILINESTRING ((618000 126224,618600 126224,618600 126624,618000 126624,618000 126224))
		57-49 	618900	126424 	MULTILINESTRING ((618600 126224,619200 126224,619200 126624,618600 126624,618600 126224))
		58-49 	619500	126424 	MULTILINESTRING ((619200 126224,619800 126224,619800 126624,619200 126624,619200 126224))
		59-49 	620100	126424 	MULTILINESTRING ((619800 126224,620400 126224,620400 126624,619800 126624,619800 126224))
		60-49 	620700	126424 	MULTILINESTRING ((620400 126224,621000 126224,621000 126624,620400 126624,620400 126224))
		61-49 	621300	126424 	MULTILINESTRING ((621000 126224,621600 126224,621600 126624,621000 126624,621000 126224))
		0-50 	584700	126024 	MULTILINESTRING ((584400 125824,585000 125824,585000 126224,584400 126224,584400 125824))
		1-50 	585300	126024 	MULTILINESTRING ((585000 125824,585600 125824,585600 126224,585000 126224,585000 125824))
		2-50 	585900	126024 	MULTILINESTRING ((585600 125824,586200 125824,586200 126224,585600 126224,585600 125824))
		3-50 	586500	126024 	MULTILINESTRING ((586200 125824,586800 125824,586800 126224,586200 126224,586200 125824))
		4-50 	587100	126024 	MULTILINESTRING ((586800 125824,587400 125824,587400 126224,586800 126224,586800 125824))
		5-50 	587700	126024 	MULTILINESTRING ((587400 125824,588000 125824,588000 126224,587400 126224,587400 125824))
		6-50 	588300	126024 	MULTILINESTRING ((588000 125824,588600 125824,588600 126224,588000 126224,588000 125824))
		7-50 	588900	126024 	MULTILINESTRING ((588600 125824,589200 125824,589200 126224,588600 126224,588600 125824))
		8-50 	589500	126024 	MULTILINESTRING ((589200 125824,589800 125824,589800 126224,589200 126224,589200 125824))
		9-50 	590100	126024 	MULTILINESTRING ((589800 125824,590400 125824,590400 126224,589800 126224,589800 125824))
		10-50 	590700	126024 	MULTILINESTRING ((590400 125824,591000 125824,591000 126224,590400 126224,590400 125824))
		11-50 	591300	126024 	MULTILINESTRING ((591000 125824,591600 125824,591600 126224,591000 126224,591000 125824))
		12-50 	591900	126024 	MULTILINESTRING ((591600 125824,592200 125824,592200 126224,591600 126224,591600 125824))
		13-50 	592500	126024 	MULTILINESTRING ((592200 125824,592800 125824,592800 126224,592200 126224,592200 125824))
		14-50 	593100	126024 	MULTILINESTRING ((592800 125824,593400 125824,593400 126224,592800 126224,592800 125824))
		15-50 	593700	126024 	MULTILINESTRING ((593400 125824,594000 125824,594000 126224,593400 126224,593400 125824))
		16-50 	594300	126024 	MULTILINESTRING ((594000 125824,594600 125824,594600 126224,594000 126224,594000 125824))
		17-50 	594900	126024 	MULTILINESTRING ((594600 125824,595200 125824,595200 126224,594600 126224,594600 125824))
		18-50 	595500	126024 	MULTILINESTRING ((595200 125824,595800 125824,595800 126224,595200 126224,595200 125824))
		19-50 	596100	126024 	MULTILINESTRING ((595800 125824,596400 125824,596400 126224,595800 126224,595800 125824))
		20-50 	596700	126024 	MULTILINESTRING ((596400 125824,597000 125824,597000 126224,596400 126224,596400 125824))
		21-50 	597300	126024 	MULTILINESTRING ((597000 125824,597600 125824,597600 126224,597000 126224,597000 125824))
		22-50 	597900	126024 	MULTILINESTRING ((597600 125824,598200 125824,598200 126224,597600 126224,597600 125824))
		23-50 	598500	126024 	MULTILINESTRING ((598200 125824,598800 125824,598800 126224,598200 126224,598200 125824))
		24-50 	599100	126024 	MULTILINESTRING ((598800 125824,599400 125824,599400 126224,598800 126224,598800 125824))
		25-50 	599700	126024 	MULTILINESTRING ((599400 125824,600000 125824,600000 126224,599400 126224,599400 125824))
		26-50 	600300	126024 	MULTILINESTRING ((600000 125824,600600 125824,600600 126224,600000 126224,600000 125824))
		27-50 	600900	126024 	MULTILINESTRING ((600600 125824,601200 125824,601200 126224,600600 126224,600600 125824))
		28-50 	601500	126024 	MULTILINESTRING ((601200 125824,601800 125824,601800 126224,601200 126224,601200 125824))
		29-50 	602100	126024 	MULTILINESTRING ((601800 125824,602400 125824,602400 126224,601800 126224,601800 125824))
		30-50 	602700	126024 	MULTILINESTRING ((602400 125824,603000 125824,603000 126224,602400 126224,602400 125824))
		31-50 	603300	126024 	MULTILINESTRING ((603000 125824,603600 125824,603600 126224,603000 126224,603000 125824))
		32-50 	603900	126024 	MULTILINESTRING ((603600 125824,604200 125824,604200 126224,603600 126224,603600 125824))
		33-50 	604500	126024 	MULTILINESTRING ((604200 125824,604800 125824,604800 126224,604200 126224,604200 125824))
		34-50 	605100	126024 	MULTILINESTRING ((604800 125824,605400 125824,605400 126224,604800 126224,604800 125824))
		35-50 	605700	126024 	MULTILINESTRING ((605400 125824,606000 125824,606000 126224,605400 126224,605400 125824))
		36-50 	606300	126024 	MULTILINESTRING ((606000 125824,606600 125824,606600 126224,606000 126224,606000 125824))
		37-50 	606900	126024 	MULTILINESTRING ((606600 125824,607200 125824,607200 126224,606600 126224,606600 125824))
		38-50 	607500	126024 	MULTILINESTRING ((607200 125824,607800 125824,607800 126224,607200 126224,607200 125824))
		39-50 	608100	126024 	MULTILINESTRING ((607800 125824,608400 125824,608400 126224,607800 126224,607800 125824))
		40-50 	608700	126024 	MULTILINESTRING ((608400 125824,609000 125824,609000 126224,608400 126224,608400 125824))
		41-50 	609300	126024 	MULTILINESTRING ((609000 125824,609600 125824,609600 126224,609000 126224,609000 125824))
		42-50 	609900	126024 	MULTILINESTRING ((609600 125824,610200 125824,610200 126224,609600 126224,609600 125824))
