OldNum	Post1962	NouvNum	CentroidX	CentroidY	WKT
		41-6 	609300	143624 	MULTILINESTRING ((609000 143424,609600 143424,609600 143824,609000 143824,609000 143424))
		42-6 	609900	143624 	MULTILINESTRING ((609600 143424,610200 143424,610200 143824,609600 143824,609600 143424))
		43-6 	610500	143624 	MULTILINESTRING ((610200 143424,610800 143424,610800 143824,610200 143824,610200 143424))
		44-6 	611100	143624 	MULTILINESTRING ((610800 143424,611400 143424,611400 143824,610800 143824,610800 143424))
		45-6 	611700	143624 	MULTILINESTRING ((611400 143424,612000 143424,612000 143824,611400 143824,611400 143424))
		46-6 	612300	143624 	MULTILINESTRING ((612000 143424,612600 143424,612600 143824,612000 143824,612000 143424))
		47-6 	612900	143624 	MULTILINESTRING ((612600 143424,613200 143424,613200 143824,612600 143824,612600 143424))
		48-6 	613500	143624 	MULTILINESTRING ((613200 143424,613800 143424,613800 143824,613200 143824,613200 143424))
		49-6 	614100	143624 	MULTILINESTRING ((613800 143424,614400 143424,614400 143824,613800 143824,613800 143424))
		50-6 	614700	143624 	MULTILINESTRING ((614400 143424,615000 143424,615000 143824,614400 143824,614400 143424))
		51-6 	615300	143624 	MULTILINESTRING ((615000 143424,615600 143424,615600 143824,615000 143824,615000 143424))
		52-6 	615900	143624 	MULTILINESTRING ((615600 143424,616200 143424,616200 143824,615600 143824,615600 143424))
		53-6 	616500	143624 	MULTILINESTRING ((616200 143424,616800 143424,616800 143824,616200 143824,616200 143424))
		54-6 	617100	143624 	MULTILINESTRING ((616800 143424,617400 143424,617400 143824,616800 143824,616800 143424))
		55-6 	617700	143624 	MULTILINESTRING ((617400 143424,618000 143424,618000 143824,617400 143824,617400 143424))
		56-6 	618300	143624 	MULTILINESTRING ((618000 143424,618600 143424,618600 143824,618000 143824,618000 143424))
		57-6 	618900	143624 	MULTILINESTRING ((618600 143424,619200 143424,619200 143824,618600 143824,618600 143424))
		58-6 	619500	143624 	MULTILINESTRING ((619200 143424,619800 143424,619800 143824,619200 143824,619200 143424))
		59-6 	620100	143624 	MULTILINESTRING ((619800 143424,620400 143424,620400 143824,619800 143824,619800 143424))
		60-6 	620700	143624 	MULTILINESTRING ((620400 143424,621000 143424,621000 143824,620400 143824,620400 143424))
		61-6 	621300	143624 	MULTILINESTRING ((621000 143424,621600 143424,621600 143824,621000 143824,621000 143424))
		0-7 	584700	143224 	MULTILINESTRING ((584400 143024,585000 143024,585000 143424,584400 143424,584400 143024))
		1-7 	585300	143224 	MULTILINESTRING ((585000 143024,585600 143024,585600 143424,585000 143424,585000 143024))
		2-7 	585900	143224 	MULTILINESTRING ((585600 143024,586200 143024,586200 143424,585600 143424,585600 143024))
		3-7 	586500	143224 	MULTILINESTRING ((586200 143024,586800 143024,586800 143424,586200 143424,586200 143024))
		4-7 	587100	143224 	MULTILINESTRING ((586800 143024,587400 143024,587400 143424,586800 143424,586800 143024))
		5-7 	587700	143224 	MULTILINESTRING ((587400 143024,588000 143024,588000 143424,587400 143424,587400 143024))
		6-7 	588300	143224 	MULTILINESTRING ((588000 143024,588600 143024,588600 143424,588000 143424,588000 143024))
		7-7 	588900	143224 	MULTILINESTRING ((588600 143024,589200 143024,589200 143424,588600 143424,588600 143024))
		8-7 	589500	143224 	MULTILINESTRING ((589200 143024,589800 143024,589800 143424,589200 143424,589200 143024))
		9-7 	590100	143224 	MULTILINESTRING ((589800 143024,590400 143024,590400 143424,589800 143424,589800 143024))
		10-7 	590700	143224 	MULTILINESTRING ((590400 143024,591000 143024,591000 143424,590400 143424,590400 143024))
		11-7 	591300	143224 	MULTILINESTRING ((591000 143024,591600 143024,591600 143424,591000 143424,591000 143024))
		12-7 	591900	143224 	MULTILINESTRING ((591600 143024,592200 143024,592200 143424,591600 143424,591600 143024))
		13-7 	592500	143224 	MULTILINESTRING ((592200 143024,592800 143024,592800 143424,592200 143424,592200 143024))
		14-7 	593100	143224 	MULTILINESTRING ((592800 143024,593400 143024,593400 143424,592800 143424,592800 143024))
		15-7 	593700	143224 	MULTILINESTRING ((593400 143024,594000 143024,594000 143424,593400 143424,593400 143024))
		16-7 	594300	143224 	MULTILINESTRING ((594000 143024,594600 143024,594600 143424,594000 143424,594000 143024))
		17-7 	594900	143224 	MULTILINESTRING ((594600 143024,595200 143024,595200 143424,594600 143424,594600 143024))
		18-7 	595500	143224 	MULTILINESTRING ((595200 143024,595800 143024,595800 143424,595200 143424,595200 143024))
		19-7 	596100	143224 	MULTILINESTRING ((595800 143024,596400 143024,596400 143424,595800 143424,595800 143024))
		20-7 	596700	143224 	MULTILINESTRING ((596400 143024,597000 143024,597000 143424,596400 143424,596400 143024))
		21-7 	597300	143224 	MULTILINESTRING ((597000 143024,597600 143024,597600 143424,597000 143424,597000 143024))
		22-7 	597900	143224 	MULTILINESTRING ((597600 143024,598200 143024,598200 143424,597600 143424,597600 143024))
		23-7 	598500	143224 	MULTILINESTRING ((598200 143024,598800 143024,598800 143424,598200 143424,598200 143024))
		24-7 	599100	143224 	MULTILINESTRING ((598800 143024,599400 143024,599400 143424,598800 143424,598800 143024))
		25-7 	599700	143224 	MULTILINESTRING ((599400 143024,600000 143024,600000 143424,599400 143424,599400 143024))
		26-7 	600300	143224 	MULTILINESTRING ((600000 143024,600600 143024,600600 143424,600000 143424,600000 143024))
		27-7 	600900	143224 	MULTILINESTRING ((600600 143024,601200 143024,601200 143424,600600 143424,600600 143024))
		28-7 	601500	143224 	MULTILINESTRING ((601200 143024,601800 143024,601800 143424,601200 143424,601200 143024))
		29-7 	602100	143224 	MULTILINESTRING ((601800 143024,602400 143024,602400 143424,601800 143424,601800 143024))
		30-7 	602700	143224 	MULTILINESTRING ((602400 143024,603000 143024,603000 143424,602400 143424,602400 143024))
		31-7 	603300	143224 	MULTILINESTRING ((603000 143024,603600 143024,603600 143424,603000 143424,603000 143024))
		32-7 	603900	143224 	MULTILINESTRING ((603600 143024,604200 143024,604200 143424,603600 143424,603600 143024))
		33-7 	604500	143224 	MULTILINESTRING ((604200 143024,604800 143024,604800 143424,604200 143424,604200 143024))
		34-7 	605100	143224 	MULTILINESTRING ((604800 143024,605400 143024,605400 143424,604800 143424,604800 143024))
		35-7 	605700	143224 	MULTILINESTRING ((605400 143024,606000 143024,606000 143424,605400 143424,605400 143024))
		36-7 	606300	143224 	MULTILINESTRING ((606000 143024,606600 143024,606600 143424,606000 143424,606000 143024))
		37-7 	606900	143224 	MULTILINESTRING ((606600 143024,607200 143024,607200 143424,606600 143424,606600 143024))
		38-7 	607500	143224 	MULTILINESTRING ((607200 143024,607800 143024,607800 143424,607200 143424,607200 143024))
		39-7 	608100	143224 	MULTILINESTRING ((607800 143024,608400 143024,608400 143424,607800 143424,607800 143024))
		40-7 	608700	143224 	MULTILINESTRING ((608400 143024,609000 143024,609000 143424,608400 143424,608400 143024))
		41-7 	609300	143224 	MULTILINESTRING ((609000 143024,609600 143024,609600 143424,609000 143424,609000 143024))
		42-7 	609900	143224 	MULTILINESTRING ((609600 143024,610200 143024,610200 143424,609600 143424,609600 143024))
		43-7 	610500	143224 	MULTILINESTRING ((610200 143024,610800 143024,610800 143424,610200 143424,610200 143024))
		44-7 	611100	143224 	MULTILINESTRING ((610800 143024,611400 143024,611400 143424,610800 143424,610800 143024))
		45-7 	611700	143224 	MULTILINESTRING ((611400 143024,612000 143024,612000 143424,611400 143424,611400 143024))
		46-7 	612300	143224 	MULTILINESTRING ((612000 143024,612600 143024,612600 143424,612000 143424,612000 143024))
		47-7 	612900	143224 	MULTILINESTRING ((612600 143024,613200 143024,613200 143424,612600 143424,612600 143024))
		48-7 	613500	143224 	MULTILINESTRING ((613200 143024,613800 143024,613800 143424,613200 143424,613200 143024))
		49-7 	614100	143224 	MULTILINESTRING ((613800 143024,614400 143024,614400 143424,613800 143424,613800 143024))
		50-7 	614700	143224 	MULTILINESTRING ((614400 143024,615000 143024,615000 143424,614400 143424,614400 143024))
		51-7 	615300	143224 	MULTILINESTRING ((615000 143024,615600 143024,615600 143424,615000 143424,615000 143024))
		52-7 	615900	143224 	MULTILINESTRING ((615600 143024,616200 143024,616200 143424,615600 143424,615600 143024))
		53-7 	616500	143224 	MULTILINESTRING ((616200 143024,616800 143024,616800 143424,616200 143424,616200 143024))
		54-7 	617100	143224 	MULTILINESTRING ((616800 143024,617400 143024,617400 143424,616800 143424,616800 143024))
		55-7 	617700	143224 	MULTILINESTRING ((617400 143024,618000 143024,618000 143424,617400 143424,617400 143024))
		56-7 	618300	143224 	MULTILINESTRING ((618000 143024,618600 143024,618600 143424,618000 143424,618000 143024))
		57-7 	618900	143224 	MULTILINESTRING ((618600 143024,619200 143024,619200 143424,618600 143424,618600 143024))
		58-7 	619500	143224 	MULTILINESTRING ((619200 143024,619800 143024,619800 143424,619200 143424,619200 143024))
		59-7 	620100	143224 	MULTILINESTRING ((619800 143024,620400 143024,620400 143424,619800 143424,619800 143024))
		60-7 	620700	143224 	MULTILINESTRING ((620400 143024,621000 143024,621000 143424,620400 143424,620400 143024))
		61-7 	621300	143224 	MULTILINESTRING ((621000 143024,621600 143024,621600 143424,621000 143424,621000 143024))
		0-8 	584700	142824 	MULTILINESTRING ((584400 142624,585000 142624,585000 143024,584400 143024,584400 142624))
		1-8 	585300	142824 	MULTILINESTRING ((585000 142624,585600 142624,585600 143024,585000 143024,585000 142624))
		2-8 	585900	142824 	MULTILINESTRING ((585600 142624,586200 142624,586200 143024,585600 143024,585600 142624))
		3-8 	586500	142824 	MULTILINESTRING ((586200 142624,586800 142624,586800 143024,586200 143024,586200 142624))
		4-8 	587100	142824 	MULTILINESTRING ((586800 142624,587400 142624,587400 143024,586800 143024,586800 142624))
		5-8 	587700	142824 	MULTILINESTRING ((587400 142624,588000 142624,588000 143024,587400 143024,587400 142624))
		6-8 	588300	142824 	MULTILINESTRING ((588000 142624,588600 142624,588600 143024,588000 143024,588000 142624))
		7-8 	588900	142824 	MULTILINESTRING ((588600 142624,589200 142624,589200 143024,588600 143024,588600 142624))
		8-8 	589500	142824 	MULTILINESTRING ((589200 142624,589800 142624,589800 143024,589200 143024,589200 142624))
		9-8 	590100	142824 	MULTILINESTRING ((589800 142624,590400 142624,590400 143024,589800 143024,589800 142624))
		10-8 	590700	142824 	MULTILINESTRING ((590400 142624,591000 142624,591000 143024,590400 143024,590400 142624))
		11-8 	591300	142824 	MULTILINESTRING ((591000 142624,591600 142624,591600 143024,591000 143024,591000 142624))
		12-8 	591900	142824 	MULTILINESTRING ((591600 142624,592200 142624,592200 143024,591600 143024,591600 142624))
		13-8 	592500	142824 	MULTILINESTRING ((592200 142624,592800 142624,592800 143024,592200 143024,592200 142624))
		14-8 	593100	142824 	MULTILINESTRING ((592800 142624,593400 142624,593400 143024,592800 143024,592800 142624))
		15-8 	593700	142824 	MULTILINESTRING ((593400 142624,594000 142624,594000 143024,593400 143024,593400 142624))
		16-8 	594300	142824 	MULTILINESTRING ((594000 142624,594600 142624,594600 143024,594000 143024,594000 142624))
		17-8 	594900	142824 	MULTILINESTRING ((594600 142624,595200 142624,595200 143024,594600 143024,594600 142624))
		18-8 	595500	142824 	MULTILINESTRING ((595200 142624,595800 142624,595800 143024,595200 143024,595200 142624))
		19-8 	596100	142824 	MULTILINESTRING ((595800 142624,596400 142624,596400 143024,595800 143024,595800 142624))
		20-8 	596700	142824 	MULTILINESTRING ((596400 142624,597000 142624,597000 143024,596400 143024,596400 142624))
		21-8 	597300	142824 	MULTILINESTRING ((597000 142624,597600 142624,597600 143024,597000 143024,597000 142624))
		22-8 	597900	142824 	MULTILINESTRING ((597600 142624,598200 142624,598200 143024,597600 143024,597600 142624))
		23-8 	598500	142824 	MULTILINESTRING ((598200 142624,598800 142624,598800 143024,598200 143024,598200 142624))
		24-8 	599100	142824 	MULTILINESTRING ((598800 142624,599400 142624,599400 143024,598800 143024,598800 142624))
		25-8 	599700	142824 	MULTILINESTRING ((599400 142624,600000 142624,600000 143024,599400 143024,599400 142624))
		26-8 	600300	142824 	MULTILINESTRING ((600000 142624,600600 142624,600600 143024,600000 143024,600000 142624))
		27-8 	600900	142824 	MULTILINESTRING ((600600 142624,601200 142624,601200 143024,600600 143024,600600 142624))
		28-8 	601500	142824 	MULTILINESTRING ((601200 142624,601800 142624,601800 143024,601200 143024,601200 142624))
		29-8 	602100	142824 	MULTILINESTRING ((601800 142624,602400 142624,602400 143024,601800 143024,601800 142624))
		30-8 	602700	142824 	MULTILINESTRING ((602400 142624,603000 142624,603000 143024,602400 143024,602400 142624))
		31-8 	603300	142824 	MULTILINESTRING ((603000 142624,603600 142624,603600 143024,603000 143024,603000 142624))
		32-8 	603900	142824 	MULTILINESTRING ((603600 142624,604200 142624,604200 143024,603600 143024,603600 142624))
		33-8 	604500	142824 	MULTILINESTRING ((604200 142624,604800 142624,604800 143024,604200 143024,604200 142624))
		34-8 	605100	142824 	MULTILINESTRING ((604800 142624,605400 142624,605400 143024,604800 143024,604800 142624))
		35-8 	605700	142824 	MULTILINESTRING ((605400 142624,606000 142624,606000 143024,605400 143024,605400 142624))
		36-8 	606300	142824 	MULTILINESTRING ((606000 142624,606600 142624,606600 143024,606000 143024,606000 142624))
		37-8 	606900	142824 	MULTILINESTRING ((606600 142624,607200 142624,607200 143024,606600 143024,606600 142624))
		38-8 	607500	142824 	MULTILINESTRING ((607200 142624,607800 142624,607800 143024,607200 143024,607200 142624))
		39-8 	608100	142824 	MULTILINESTRING ((607800 142624,608400 142624,608400 143024,607800 143024,607800 142624))
		40-8 	608700	142824 	MULTILINESTRING ((608400 142624,609000 142624,609000 143024,608400 143024,608400 142624))
		41-8 	609300	142824 	MULTILINESTRING ((609000 142624,609600 142624,609600 143024,609000 143024,609000 142624))
		42-8 	609900	142824 	MULTILINESTRING ((609600 142624,610200 142624,610200 143024,609600 143024,609600 142624))
		43-8 	610500	142824 	MULTILINESTRING ((610200 142624,610800 142624,610800 143024,610200 143024,610200 142624))
		44-8 	611100	142824 	MULTILINESTRING ((610800 142624,611400 142624,611400 143024,610800 143024,610800 142624))
		45-8 	611700	142824 	MULTILINESTRING ((611400 142624,612000 142624,612000 143024,611400 143024,611400 142624))
		46-8 	612300	142824 	MULTILINESTRING ((612000 142624,612600 142624,612600 143024,612000 143024,612000 142624))
		47-8 	612900	142824 	MULTILINESTRING ((612600 142624,613200 142624,613200 143024,612600 143024,612600 142624))
		48-8 	613500	142824 	MULTILINESTRING ((613200 142624,613800 142624,613800 143024,613200 143024,613200 142624))
		49-8 	614100	142824 	MULTILINESTRING ((613800 142624,614400 142624,614400 143024,613800 143024,613800 142624))
		50-8 	614700	142824 	MULTILINESTRING ((614400 142624,615000 142624,615000 143024,614400 143024,614400 142624))
		51-8 	615300	142824 	MULTILINESTRING ((615000 142624,615600 142624,615600 143024,615000 143024,615000 142624))
		52-8 	615900	142824 	MULTILINESTRING ((615600 142624,616200 142624,616200 143024,615600 143024,615600 142624))
		53-8 	616500	142824 	MULTILINESTRING ((616200 142624,616800 142624,616800 143024,616200 143024,616200 142624))
		54-8 	617100	142824 	MULTILINESTRING ((616800 142624,617400 142624,617400 143024,616800 143024,616800 142624))
		55-8 	617700	142824 	MULTILINESTRING ((617400 142624,618000 142624,618000 143024,617400 143024,617400 142624))
		56-8 	618300	142824 	MULTILINESTRING ((618000 142624,618600 142624,618600 143024,618000 143024,618000 142624))
		57-8 	618900	142824 	MULTILINESTRING ((618600 142624,619200 142624,619200 143024,618600 143024,618600 142624))
		58-8 	619500	142824 	MULTILINESTRING ((619200 142624,619800 142624,619800 143024,619200 143024,619200 142624))
		59-8 	620100	142824 	MULTILINESTRING ((619800 142624,620400 142624,620400 143024,619800 143024,619800 142624))
		60-8 	620700	142824 	MULTILINESTRING ((620400 142624,621000 142624,621000 143024,620400 143024,620400 142624))
		61-8 	621300	142824 	MULTILINESTRING ((621000 142624,621600 142624,621600 143024,621000 143024,621000 142624))
		0-9 	584700	142424 	MULTILINESTRING ((584400 142224,585000 142224,585000 142624,584400 142624,584400 142224))
		1-9 	585300	142424 	MULTILINESTRING ((585000 142224,585600 142224,585600 142624,585000 142624,585000 142224))
		2-9 	585900	142424 	MULTILINESTRING ((585600 142224,586200 142224,586200 142624,585600 142624,585600 142224))
		3-9 	586500	142424 	MULTILINESTRING ((586200 142224,586800 142224,586800 142624,586200 142624,586200 142224))
		4-9 	587100	142424 	MULTILINESTRING ((586800 142224,587400 142224,587400 142624,586800 142624,586800 142224))
		5-9 	587700	142424 	MULTILINESTRING ((587400 142224,588000 142224,588000 142624,587400 142624,587400 142224))
		6-9 	588300	142424 	MULTILINESTRING ((588000 142224,588600 142224,588600 142624,588000 142624,588000 142224))
		7-9 	588900	142424 	MULTILINESTRING ((588600 142224,589200 142224,589200 142624,588600 142624,588600 142224))
		8-9 	589500	142424 	MULTILINESTRING ((589200 142224,589800 142224,589800 142624,589200 142624,589200 142224))
		9-9 	590100	142424 	MULTILINESTRING ((589800 142224,590400 142224,590400 142624,589800 142624,589800 142224))
		10-9 	590700	142424 	MULTILINESTRING ((590400 142224,591000 142224,591000 142624,590400 142624,590400 142224))
		11-9 	591300	142424 	MULTILINESTRING ((591000 142224,591600 142224,591600 142624,591000 142624,591000 142224))
		12-9 	591900	142424 	MULTILINESTRING ((591600 142224,592200 142224,592200 142624,591600 142624,591600 142224))
		13-9 	592500	142424 	MULTILINESTRING ((592200 142224,592800 142224,592800 142624,592200 142624,592200 142224))
		14-9 	593100	142424 	MULTILINESTRING ((592800 142224,593400 142224,593400 142624,592800 142624,592800 142224))
		15-9 	593700	142424 	MULTILINESTRING ((593400 142224,594000 142224,594000 142624,593400 142624,593400 142224))
		16-9 	594300	142424 	MULTILINESTRING ((594000 142224,594600 142224,594600 142624,594000 142624,594000 142224))
		17-9 	594900	142424 	MULTILINESTRING ((594600 142224,595200 142224,595200 142624,594600 142624,594600 142224))
		18-9 	595500	142424 	MULTILINESTRING ((595200 142224,595800 142224,595800 142624,595200 142624,595200 142224))
		19-9 	596100	142424 	MULTILINESTRING ((595800 142224,596400 142224,596400 142624,595800 142624,595800 142224))
		20-9 	596700	142424 	MULTILINESTRING ((596400 142224,597000 142224,597000 142624,596400 142624,596400 142224))
		21-9 	597300	142424 	MULTILINESTRING ((597000 142224,597600 142224,597600 142624,597000 142624,597000 142224))
		22-9 	597900	142424 	MULTILINESTRING ((597600 142224,598200 142224,598200 142624,597600 142624,597600 142224))
		23-9 	598500	142424 	MULTILINESTRING ((598200 142224,598800 142224,598800 142624,598200 142624,598200 142224))
		24-9 	599100	142424 	MULTILINESTRING ((598800 142224,599400 142224,599400 142624,598800 142624,598800 142224))
		25-9 	599700	142424 	MULTILINESTRING ((599400 142224,600000 142224,600000 142624,599400 142624,599400 142224))
		26-9 	600300	142424 	MULTILINESTRING ((600000 142224,600600 142224,600600 142624,600000 142624,600000 142224))
		27-9 	600900	142424 	MULTILINESTRING ((600600 142224,601200 142224,601200 142624,600600 142624,600600 142224))
		28-9 	601500	142424 	MULTILINESTRING ((601200 142224,601800 142224,601800 142624,601200 142624,601200 142224))
		29-9 	602100	142424 	MULTILINESTRING ((601800 142224,602400 142224,602400 142624,601800 142624,601800 142224))
		30-9 	602700	142424 	MULTILINESTRING ((602400 142224,603000 142224,603000 142624,602400 142624,602400 142224))
		31-9 	603300	142424 	MULTILINESTRING ((603000 142224,603600 142224,603600 142624,603000 142624,603000 142224))
		32-9 	603900	142424 	MULTILINESTRING ((603600 142224,604200 142224,604200 142624,603600 142624,603600 142224))
		33-9 	604500	142424 	MULTILINESTRING ((604200 142224,604800 142224,604800 142624,604200 142624,604200 142224))
		34-9 	605100	142424 	MULTILINESTRING ((604800 142224,605400 142224,605400 142624,604800 142624,604800 142224))
		35-9 	605700	142424 	MULTILINESTRING ((605400 142224,606000 142224,606000 142624,605400 142624,605400 142224))
		36-9 	606300	142424 	MULTILINESTRING ((606000 142224,606600 142224,606600 142624,606000 142624,606000 142224))
		37-9 	606900	142424 	MULTILINESTRING ((606600 142224,607200 142224,607200 142624,606600 142624,606600 142224))
		38-9 	607500	142424 	MULTILINESTRING ((607200 142224,607800 142224,607800 142624,607200 142624,607200 142224))
		39-9 	608100	142424 	MULTILINESTRING ((607800 142224,608400 142224,608400 142624,607800 142624,607800 142224))
		40-9 	608700	142424 	MULTILINESTRING ((608400 142224,609000 142224,609000 142624,608400 142624,608400 142224))
		41-9 	609300	142424 	MULTILINESTRING ((609000 142224,609600 142224,609600 142624,609000 142624,609000 142224))
		42-9 	609900	142424 	MULTILINESTRING ((609600 142224,610200 142224,610200 142624,609600 142624,609600 142224))
		43-9 	610500	142424 	MULTILINESTRING ((610200 142224,610800 142224,610800 142624,610200 142624,610200 142224))
		44-9 	611100	142424 	MULTILINESTRING ((610800 142224,611400 142224,611400 142624,610800 142624,610800 142224))
		45-9 	611700	142424 	MULTILINESTRING ((611400 142224,612000 142224,612000 142624,611400 142624,611400 142224))
		46-9 	612300	142424 	MULTILINESTRING ((612000 142224,612600 142224,612600 142624,612000 142624,612000 142224))
		47-9 	612900	142424 	MULTILINESTRING ((612600 142224,613200 142224,613200 142624,612600 142624,612600 142224))
		48-9 	613500	142424 	MULTILINESTRING ((613200 142224,613800 142224,613800 142624,613200 142624,613200 142224))
		49-9 	614100	142424 	MULTILINESTRING ((613800 142224,614400 142224,614400 142624,613800 142624,613800 142224))
		50-9 	614700	142424 	MULTILINESTRING ((614400 142224,615000 142224,615000 142624,614400 142624,614400 142224))
		51-9 	615300	142424 	MULTILINESTRING ((615000 142224,615600 142224,615600 142624,615000 142624,615000 142224))
		52-9 	615900	142424 	MULTILINESTRING ((615600 142224,616200 142224,616200 142624,615600 142624,615600 142224))
		53-9 	616500	142424 	MULTILINESTRING ((616200 142224,616800 142224,616800 142624,616200 142624,616200 142224))
		54-9 	617100	142424 	MULTILINESTRING ((616800 142224,617400 142224,617400 142624,616800 142624,616800 142224))
		55-9 	617700	142424 	MULTILINESTRING ((617400 142224,618000 142224,618000 142624,617400 142624,617400 142224))
		56-9 	618300	142424 	MULTILINESTRING ((618000 142224,618600 142224,618600 142624,618000 142624,618000 142224))
		57-9 	618900	142424 	MULTILINESTRING ((618600 142224,619200 142224,619200 142624,618600 142624,618600 142224))
		58-9 	619500	142424 	MULTILINESTRING ((619200 142224,619800 142224,619800 142624,619200 142624,619200 142224))
		59-9 	620100	142424 	MULTILINESTRING ((619800 142224,620400 142224,620400 142624,619800 142624,619800 142224))
		60-9 	620700	142424 	MULTILINESTRING ((620400 142224,621000 142224,621000 142624,620400 142624,620400 142224))
		61-9 	621300	142424 	MULTILINESTRING ((621000 142224,621600 142224,621600 142624,621000 142624,621000 142224))
		0-10 	584700	142024 	MULTILINESTRING ((584400 141824,585000 141824,585000 142224,584400 142224,584400 141824))
		1-10 	585300	142024 	MULTILINESTRING ((585000 141824,585600 141824,585600 142224,585000 142224,585000 141824))
		2-10 	585900	142024 	MULTILINESTRING ((585600 141824,586200 141824,586200 142224,585600 142224,585600 141824))
		3-10 	586500	142024 	MULTILINESTRING ((586200 141824,586800 141824,586800 142224,586200 142224,586200 141824))
		4-10 	587100	142024 	MULTILINESTRING ((586800 141824,587400 141824,587400 142224,586800 142224,586800 141824))
		5-10 	587700	142024 	MULTILINESTRING ((587400 141824,588000 141824,588000 142224,587400 142224,587400 141824))
		6-10 	588300	142024 	MULTILINESTRING ((588000 141824,588600 141824,588600 142224,588000 142224,588000 141824))
		7-10 	588900	142024 	MULTILINESTRING ((588600 141824,589200 141824,589200 142224,588600 142224,588600 141824))
		8-10 	589500	142024 	MULTILINESTRING ((589200 141824,589800 141824,589800 142224,589200 142224,589200 141824))
		9-10 	590100	142024 	MULTILINESTRING ((589800 141824,590400 141824,590400 142224,589800 142224,589800 141824))
		10-10 	590700	142024 	MULTILINESTRING ((590400 141824,591000 141824,591000 142224,590400 142224,590400 141824))
		11-10 	591300	142024 	MULTILINESTRING ((591000 141824,591600 141824,591600 142224,591000 142224,591000 141824))
		12-10 	591900	142024 	MULTILINESTRING ((591600 141824,592200 141824,592200 142224,591600 142224,591600 141824))
		13-10 	592500	142024 	MULTILINESTRING ((592200 141824,592800 141824,592800 142224,592200 142224,592200 141824))
		14-10 	593100	142024 	MULTILINESTRING ((592800 141824,593400 141824,593400 142224,592800 142224,592800 141824))
		15-10 	593700	142024 	MULTILINESTRING ((593400 141824,594000 141824,594000 142224,593400 142224,593400 141824))
		16-10 	594300	142024 	MULTILINESTRING ((594000 141824,594600 141824,594600 142224,594000 142224,594000 141824))
		17-10 	594900	142024 	MULTILINESTRING ((594600 141824,595200 141824,595200 142224,594600 142224,594600 141824))
		18-10 	595500	142024 	MULTILINESTRING ((595200 141824,595800 141824,595800 142224,595200 142224,595200 141824))
		19-10 	596100	142024 	MULTILINESTRING ((595800 141824,596400 141824,596400 142224,595800 142224,595800 141824))
		20-10 	596700	142024 	MULTILINESTRING ((596400 141824,597000 141824,597000 142224,596400 142224,596400 141824))
		21-10 	597300	142024 	MULTILINESTRING ((597000 141824,597600 141824,597600 142224,597000 142224,597000 141824))
		22-10 	597900	142024 	MULTILINESTRING ((597600 141824,598200 141824,598200 142224,597600 142224,597600 141824))
		23-10 	598500	142024 	MULTILINESTRING ((598200 141824,598800 141824,598800 142224,598200 142224,598200 141824))
		24-10 	599100	142024 	MULTILINESTRING ((598800 141824,599400 141824,599400 142224,598800 142224,598800 141824))
		25-10 	599700	142024 	MULTILINESTRING ((599400 141824,600000 141824,600000 142224,599400 142224,599400 141824))
		26-10 	600300	142024 	MULTILINESTRING ((600000 141824,600600 141824,600600 142224,600000 142224,600000 141824))
		27-10 	600900	142024 	MULTILINESTRING ((600600 141824,601200 141824,601200 142224,600600 142224,600600 141824))
		28-10 	601500	142024 	MULTILINESTRING ((601200 141824,601800 141824,601800 142224,601200 142224,601200 141824))
		29-10 	602100	142024 	MULTILINESTRING ((601800 141824,602400 141824,602400 142224,601800 142224,601800 141824))
		30-10 	602700	142024 	MULTILINESTRING ((602400 141824,603000 141824,603000 142224,602400 142224,602400 141824))
		31-10 	603300	142024 	MULTILINESTRING ((603000 141824,603600 141824,603600 142224,603000 142224,603000 141824))
		32-10 	603900	142024 	MULTILINESTRING ((603600 141824,604200 141824,604200 142224,603600 142224,603600 141824))
		33-10 	604500	142024 	MULTILINESTRING ((604200 141824,604800 141824,604800 142224,604200 142224,604200 141824))
		34-10 	605100	142024 	MULTILINESTRING ((604800 141824,605400 141824,605400 142224,604800 142224,604800 141824))
		35-10 	605700	142024 	MULTILINESTRING ((605400 141824,606000 141824,606000 142224,605400 142224,605400 141824))
		36-10 	606300	142024 	MULTILINESTRING ((606000 141824,606600 141824,606600 142224,606000 142224,606000 141824))
		37-10 	606900	142024 	MULTILINESTRING ((606600 141824,607200 141824,607200 142224,606600 142224,606600 141824))
		38-10 	607500	142024 	MULTILINESTRING ((607200 141824,607800 141824,607800 142224,607200 142224,607200 141824))
		39-10 	608100	142024 	MULTILINESTRING ((607800 141824,608400 141824,608400 142224,607800 142224,607800 141824))
		40-10 	608700	142024 	MULTILINESTRING ((608400 141824,609000 141824,609000 142224,608400 142224,608400 141824))
		41-10 	609300	142024 	MULTILINESTRING ((609000 141824,609600 141824,609600 142224,609000 142224,609000 141824))
		42-10 	609900	142024 	MULTILINESTRING ((609600 141824,610200 141824,610200 142224,609600 142224,609600 141824))
		43-10 	610500	142024 	MULTILINESTRING ((610200 141824,610800 141824,610800 142224,610200 142224,610200 141824))
		44-10 	611100	142024 	MULTILINESTRING ((610800 141824,611400 141824,611400 142224,610800 142224,610800 141824))
		45-10 	611700	142024 	MULTILINESTRING ((611400 141824,612000 141824,612000 142224,611400 142224,611400 141824))
